Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2021-04-25 12:30:19,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 12:39:54,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 12:50:00,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 12:59:08,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 13:08:23,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 13:17:49,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 13:27:40,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 13:38:18,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 13:48:31,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 13:57:56,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 14:07:42,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 14:18:11,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 14:28:07,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 14:38:56,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 14:49:32,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 14:59:42,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 15:08:59,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 15:18:32,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 15:28:34,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 15:39:37,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 15:50:39,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:01:41,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:12:44,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:23:46,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:34:48,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:40:39,VR2W-106545,A69-1601-61475,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:43:31,VR2W-106545,A69-1601-61111,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:45:49,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:49:56,VR2W-106545,A69-1601-61475,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:52:51,VR2W-106545,A69-1601-61111,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:53:55,VR2W-106545,A69-1601-61215,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:56:48,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 16:59:26,VR2W-106545,A69-1601-61475,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:01:35,VR2W-106545,A69-1601-61474,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:02:30,VR2W-106545,A69-1601-61111,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:04:21,VR2W-106545,A69-1601-61215,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:07:44,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:09:24,VR2W-106545,A69-1601-61475,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:12:43,VR2W-106545,A69-1601-61111,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:14:10,VR2W-106545,A69-1601-61215,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:18:33,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:20:16,VR2W-106545,A69-1601-61475,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:22:06,VR2W-106545,A69-1601-61111,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:29:09,VR2W-106545,A69-1601-62909,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:30:57,VR2W-106545,A69-1601-61475,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:31:51,VR2W-106545,A69-1601-61111,,,,,SCR-O-04,+45.08009,-67.08752
2021-04-25 17:34:56,VR2W-106545,A69-1601-61215,,,,,SCR-O-04,+45.08009,-67.08752
