Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2021-04-25 13:22:31,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 13:33:25,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 13:44:10,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 13:54:37,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 14:04:30,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 14:15:12,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 14:25:35,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 14:35:17,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 14:45:40,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 14:55:22,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 15:05:45,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 15:15:27,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 15:25:48,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 15:35:29,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 15:45:47,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 15:55:21,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 16:05:27,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 16:14:35,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 16:23:51,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 16:33:19,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 23:09:22,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 23:20:13,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 23:30:51,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 23:41:05,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-25 23:50:31,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 00:00:20,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 00:10:57,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 00:21:06,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 00:30:24,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 00:39:56,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 00:49:59,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 01:01:01,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 01:12:04,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 01:23:05,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 01:34:06,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 01:45:06,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 01:56:02,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 02:06:52,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 02:17:30,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 02:27:44,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 02:37:09,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 02:46:56,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 02:57:27,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 03:07:26,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 03:18:21,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 03:29:10,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 03:39:43,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 03:49:48,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 03:58:55,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 04:08:06,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 04:17:25,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 04:27:00,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 04:37:06,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 04:46:17,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 04:55:35,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 05:05:08,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 05:15:11,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 05:24:15,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 05:33:20,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 05:42:28,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 05:51:40,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 06:01:03,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 06:10:44,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 06:21:04,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 06:30:41,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 06:40:52,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 06:50:12,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 06:59:49,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 07:10:00,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 07:19:19,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 07:28:55,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 07:39:03,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 07:48:17,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 07:57:43,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 08:07:31,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 08:18:04,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 08:28:07,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 08:37:11,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 08:46:16,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 08:55:23,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 09:04:34,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 09:13:55,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 09:23:33,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 09:33:46,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 09:43:10,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 09:52:54,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 10:03:20,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 10:13:09,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 10:23:43,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 10:33:50,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 10:43:02,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 10:52:23,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 11:02:03,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 11:04:33,VR2W-134768,A69-1601-61215,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 11:12:19,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 11:21:50,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 11:42:44,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 11:53:31,VR2W-134768,A69-1601-62909,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 13:54:31,VR2W-134768,A69-1601-61111,,,,,MF-0377-01,+45.03045,-67.00638
2021-04-26 14:04:18,VR2W-134768,A69-1601-61111,,,,,MF-0377-01,+45.03045,-67.00638
2021-05-14 13:28:22,VR2W-134768,A69-1601-65086,,,,,MF-0377-01,+45.03045,-67.00638
2021-05-14 13:39:51,VR2W-134768,A69-1601-65086,,,,,MF-0377-01,+45.03045,-67.00638
2021-05-14 13:51:06,VR2W-134768,A69-1601-65086,,,,,MF-0377-01,+45.03045,-67.00638
2021-05-14 14:11:41,VR2W-134768,A69-1601-65086,,,,,MF-0377-01,+45.03045,-67.00638
2021-05-14 14:22:55,VR2W-134768,A69-1601-65086,,,,,MF-0377-01,+45.03045,-67.00638
2021-05-14 14:43:29,VR2W-134768,A69-1601-65086,,,,,MF-0377-01,+45.03045,-67.00638
